"","status","family","pval","qval","genes","num_cells_expressed"
"Mroh8","OK","negbinomial.size",0.996909725440919,0.999998135217801,"Mroh8",77
"Mrpl1","OK","negbinomial.size",0.399011311624523,0.69131363121143,"Mrpl1",121
"Mrpl10","OK","negbinomial.size",0.824725162913703,0.965385981672576,"Mrpl10",165
"Mrpl11","OK","negbinomial.size",0.696236443535915,0.901531178229935,"Mrpl11",170
"Mrpl12","OK","negbinomial.size",0.143580617743426,0.369058541767979,"Mrpl12",175
"Mrpl13","OK","negbinomial.size",0.666805372921132,0.886865865750512,"Mrpl13",194
"Mrpl14","OK","negbinomial.size",0.62723923505188,0.862601905572401,"Mrpl14",189
"Mrpl15","OK","negbinomial.size",0.880448314403399,0.981300638900888,"Mrpl15",186
"Mrpl16","OK","negbinomial.size",0.752255623543337,0.928567943423193,"Mrpl16",103
"Mrpl17","OK","negbinomial.size",0.858200888011444,0.974493092775904,"Mrpl17",201
"Mrpl18","OK","negbinomial.size",0.34973897164216,0.638472867289384,"Mrpl18",199
"Mrpl19","OK","negbinomial.size",0.872049680130328,0.979055123970042,"Mrpl19",132
"Mrpl2","OK","negbinomial.size",0.920930544619541,0.994109561370975,"Mrpl2",156
"Mrpl20","OK","negbinomial.size",0.78183678937476,0.94503078644729,"Mrpl20",190
"Mrpl21","OK","negbinomial.size",0.932929237338022,0.997799303179879,"Mrpl21",189
"Mrpl22","OK","negbinomial.size",0.929239929632605,0.996648077621085,"Mrpl22",165
"Mrpl23","OK","negbinomial.size",0.994125057867303,0.999998135217801,"Mrpl23",113
"Mrpl24","OK","negbinomial.size",0.20208053415503,0.459707463954712,"Mrpl24",184
"Mrpl27","OK","negbinomial.size",0.96101476570532,0.999998135217801,"Mrpl27",167
"Mrpl28","OK","negbinomial.size",0.421942621592952,0.710907241358372,"Mrpl28",198
"Mrpl3","OK","negbinomial.size",0.603257497135079,0.848035473941357,"Mrpl3",114
"Mrpl30","OK","negbinomial.size",0.133820815850787,0.35246794120262,"Mrpl30",207
"Mrpl32","OK","negbinomial.size",0.721064809611911,0.91399847066418,"Mrpl32",173
"Mrpl33","OK","negbinomial.size",0.456941282167301,0.742749299747674,"Mrpl33",212
"Mrpl34","OK","negbinomial.size",0.969798114216231,0.999998135217801,"Mrpl34",188
"Mrpl35","OK","negbinomial.size",0.872522134332841,0.979129420628677,"Mrpl35",158
"Mrpl36","OK","negbinomial.size",0.566400541822849,0.824589407873062,"Mrpl36",158
"Mrpl37","OK","negbinomial.size",0.999038665182147,0.999998135217801,"Mrpl37",136
"Mrpl38","OK","negbinomial.size",0.757600184267578,0.931919377340171,"Mrpl38",108
"Mrpl39","OK","negbinomial.size",0.198953291476269,0.45510692435198,"Mrpl39",158
"Mrpl4","OK","negbinomial.size",0.777095336377302,0.942414608681423,"Mrpl4",155
"Mrpl40","OK","negbinomial.size",0.842211713079777,0.97222257174815,"Mrpl40",150
"Mrpl41","OK","negbinomial.size",0.667843832192582,0.887659185740196,"Mrpl41",175
"Mrpl42","OK","negbinomial.size",0.642840488548086,0.873177499156403,"Mrpl42",209
"Mrpl43","OK","negbinomial.size",0.851588319665295,0.973207471607467,"Mrpl43",163
"Mrpl44","OK","negbinomial.size",0.291022638174134,0.573666414198971,"Mrpl44",140
"Mrpl45","OK","negbinomial.size",0.130696822187284,0.347169741844186,"Mrpl45",169
"Mrpl46","OK","negbinomial.size",0.0476241290584324,0.172178444390672,"Mrpl46",173
"Mrpl47","OK","negbinomial.size",0.160492260519985,0.396297487554472,"Mrpl47",216
"Mrpl48","OK","negbinomial.size",0.819949137906738,0.962625400601734,"Mrpl48",163
"Mrpl49","OK","negbinomial.size",0.143912927405071,0.369597351924788,"Mrpl49",160
"Mrpl50","OK","negbinomial.size",0.00665189058136289,0.0369379177444345,"Mrpl50",177
"Mrpl51","OK","negbinomial.size",0.904924792125123,0.988655857263263,"Mrpl51",173
"Mrpl52","OK","negbinomial.size",0.997017331277218,0.999998135217801,"Mrpl52",202
"Mrpl53","OK","negbinomial.size",0.611701806134517,0.852764738340441,"Mrpl53",173
"Mrpl54","OK","negbinomial.size",0.702541851783558,0.9034788848175,"Mrpl54",180
"Mrpl55","OK","negbinomial.size",0.777891451127344,0.942922441010411,"Mrpl55",163
"Mrpl57","OK","negbinomial.size",0.899906342973347,0.986712196362102,"Mrpl57",141
"Mrpl9","OK","negbinomial.size",0.416585380067452,0.706142952639509,"Mrpl9",136
"Mrps10","OK","negbinomial.size",0.918376005451242,0.99357432803802,"Mrps10",136
"Mrps11","OK","negbinomial.size",0.0159889022958262,0.0747347838109799,"Mrps11",179
"Mrps12","OK","negbinomial.size",0.834958451133457,0.969476561411848,"Mrps12",173
"Mrps14","OK","negbinomial.size",0.954128619848354,0.999998135217801,"Mrps14",206
"Mrps15","OK","negbinomial.size",0.993262346178212,0.999998135217801,"Mrps15",146
"Mrps16","OK","negbinomial.size",0.92772850581282,0.996459988958987,"Mrps16",167
"Mrps17","OK","negbinomial.size",0.0279923610097769,0.11540151182922,"Mrps17",181
"Mrps18a","OK","negbinomial.size",0.965970225365137,0.999998135217801,"Mrps18a",190
"Mrps18b","OK","negbinomial.size",0.698879601261254,0.902641677218017,"Mrps18b",100
"Mrps18c","OK","negbinomial.size",0.834501220791654,0.969431746414119,"Mrps18c",205
"Mrps2","OK","negbinomial.size",0.0665376563027617,0.218766373382887,"Mrps2",99
"Mrps21","OK","negbinomial.size",0.887553739271361,0.982386224544694,"Mrps21",216
"Mrps22","OK","negbinomial.size",0.970063260182612,0.999998135217801,"Mrps22",101
"Mrps23","OK","negbinomial.size",0.0186315407166718,0.0842123276953847,"Mrps23",117
"Mrps24","OK","negbinomial.size",0.428892481702111,0.717799222848671,"Mrps24",121
"Mrps25","OK","negbinomial.size",0.453423391791092,0.73964422242895,"Mrps25",165
"Mrps26","OK","negbinomial.size",0.594491877812162,0.84297800984191,"Mrps26",72
"Mrps27","OK","negbinomial.size",0.930968699117406,0.997614301855468,"Mrps27",136
"Mrps28","OK","negbinomial.size",0.295151981517468,0.57839996378037,"Mrps28",148
"Mrps30","OK","negbinomial.size",0.704749166802614,0.904486895299979,"Mrps30",78
"Mrps31","OK","negbinomial.size",0.680912217470845,0.895016351623359,"Mrps31",111
"Mrps33","OK","negbinomial.size",0.981463806607262,0.999998135217801,"Mrps33",204
"Mrps34","OK","negbinomial.size",0.841619678525486,0.97222257174815,"Mrps34",164
"Mrps35","OK","negbinomial.size",0.470003310927054,0.75333065930713,"Mrps35",151
"Mrps36","OK","negbinomial.size",0.997173577334699,0.999998135217801,"Mrps36",173
"Mrps5","OK","negbinomial.size",0.491635599083743,0.76946210110423,"Mrps5",173
"Mrps6","OK","negbinomial.size",0.0581504922531172,0.198953274176622,"Mrps6",122
"Mrps7","OK","negbinomial.size",0.504263502064271,0.779322200830379,"Mrps7",161
"Mrps9","OK","negbinomial.size",0.851539298096056,0.973207471607467,"Mrps9",138
"Mrrf","OK","negbinomial.size",0.583023786280081,0.835890276887806,"Mrrf",130
"Mrs2","OK","negbinomial.size",0.999686894735716,0.999998135217801,"Mrs2",16
"Mrto4","OK","negbinomial.size",0.283057285526706,0.563495835221677,"Mrto4",152
"Mrvi1","OK","negbinomial.size",0.653035769417143,0.878298415482863,"Mrvi1",30
"Msantd2","OK","negbinomial.size",0.196651671161622,0.452655709168585,"Msantd2",93
"Msantd3","OK","negbinomial.size",0.0200625940603465,0.0891424256737374,"Msantd3",61
"Msantd4","OK","negbinomial.size",0.139634201263521,0.362984899884245,"Msantd4",137
"Msh2","OK","negbinomial.size",0.978726776905386,0.999998135217801,"Msh2",162
"Msh3","OK","negbinomial.size",0.703439265733942,0.903961091190573,"Msh3",141
"Msh5","OK","negbinomial.size",0.678177080891651,0.893911388513621,"Msh5",17
"Msh6","OK","negbinomial.size",0.792630996625702,0.949423808085458,"Msh6",133
"Msi1","OK","negbinomial.size",0.21723916857014,0.481046776022722,"Msi1",187
"Msi2","OK","negbinomial.size",0.913113454855686,0.991618193501831,"Msi2",186
"Msl1","OK","negbinomial.size",0.656812723205587,0.881287613686749,"Msl1",156
"Msl2","OK","negbinomial.size",0.758795138253727,0.932437427692985,"Msl2",79
"Msl3","OK","negbinomial.size",0.0335977245045838,0.132175181286397,"Msl3",128
"Msl3l2","OK","negbinomial.size",0.621120882611058,0.859497776236019,"Msl3l2",14
"Msmo1","OK","negbinomial.size",0.0331551891404979,0.130904334581586,"Msmo1",128
"Msmp","OK","negbinomial.size",0.90451400019128,0.988646903584764,"Msmp",10
"Msn","OK","negbinomial.size",0.0413175574220692,0.155198431089755,"Msn",149
"Msra","OK","negbinomial.size",0.510113317796348,0.783938971999234,"Msra",69
"Msrb1","OK","negbinomial.size",0.956502365410155,0.999998135217801,"Msrb1",77
"Msrb2","OK","negbinomial.size",0.269948851422518,0.54622355733769,"Msrb2",57
"Msrb3","OK","negbinomial.size",0.319369009024119,0.60604670216388,"Msrb3",51
"Mss51","OK","negbinomial.size",0.996213155264741,0.999998135217801,"Mss51",10
"Mst1r","OK","negbinomial.size",0.882685293188434,0.981437668733441,"Mst1r",14
"Msto1","OK","negbinomial.size",0.530831954824543,0.796536066515028,"Msto1",146
"Msx1","OK","negbinomial.size",2.24933017566402e-13,8.09087421395566e-12,"Msx1",22
"Msx2","OK","negbinomial.size",0.706208921747368,0.905396053522266,"Msx2",13
"Mt1","OK","negbinomial.size",6.80513635316728e-06,8.86506951953143e-05,"Mt1",85
"Mt2","OK","negbinomial.size",0.114789374225473,0.319374730874383,"Mt2",21
"Mt3","OK","negbinomial.size",3.51745568662613e-16,1.6819579771367e-14,"Mt3",74
"Mta1","OK","negbinomial.size",0.623186691009072,0.860235801178203,"Mta1",145
"Mta2","OK","negbinomial.size",0.815171438964383,0.960288457007477,"Mta2",141
"Mta3","OK","negbinomial.size",0.0110524802810813,0.0554464560312363,"Mta3",140
"Mtap","OK","negbinomial.size",0.466885971911442,0.750961498957636,"Mtap",163
"Mtap7d3","OK","negbinomial.size",6.99193205401027e-14,2.69178214858862e-12,"Mtap7d3",47
"Mtbp","OK","negbinomial.size",0.0247855896192742,0.105133621942322,"Mtbp",100
"Mtch1","OK","negbinomial.size",0.723237772403244,0.914578146443393,"Mtch1",151
"Mtch2","OK","negbinomial.size",0.419854500804627,0.708776510884807,"Mtch2",192
"Mtcl1","OK","negbinomial.size",0.0699674945018334,0.226337801005931,"Mtcl1",67
"Mtcp1","OK","negbinomial.size",0.976402017283524,0.999998135217801,"Mtcp1",60
"Mtdh","OK","negbinomial.size",0.876923089834069,0.980176464959107,"Mtdh",203
"Mterf1a","OK","negbinomial.size",0.717366271366372,0.911382996216236,"Mterf1a",25
"Mterf1b","OK","negbinomial.size",0.037505478289316,0.144297896994335,"Mterf1b",10
"Mterf2","OK","negbinomial.size",0.044771283801098,0.164379637356256,"Mterf2",36
"Mterf3","OK","negbinomial.size",0.729880528535865,0.91739442670879,"Mterf3",147
"Mterf4","OK","negbinomial.size",0.377775370714912,0.67042609972234,"Mterf4",83
"Mtf1","OK","negbinomial.size",0.694893438769779,0.900912126557129,"Mtf1",108
"Mtf2","OK","negbinomial.size",0.858700868811829,0.974693431535657,"Mtf2",197
"Mtfmt","OK","negbinomial.size",0.162980171763959,0.400471262185096,"Mtfmt",47
"Mtfp1","OK","negbinomial.size",0.768232337073674,0.93753288046767,"Mtfp1",48
"Mtfr1","OK","negbinomial.size",0.0935889300863724,0.278004940113549,"Mtfr1",118
"Mtfr1l","OK","negbinomial.size",0.00229719595631971,0.0151993177155511,"Mtfr1l",182
"Mtfr2","OK","negbinomial.size",0.181899001271179,0.430540751388275,"Mtfr2",39
"Mtg1","OK","negbinomial.size",0.728247960462579,0.916811760575624,"Mtg1",61
"Mtg2","OK","negbinomial.size",0.576811273881046,0.831309155635283,"Mtg2",62
"Mthfd1","OK","negbinomial.size",0.0129814749352534,0.0631517048727506,"Mthfd1",101
"Mthfd1l","OK","negbinomial.size",0.902008225409954,0.987390908084116,"Mthfd1l",53
"Mthfd2","OK","negbinomial.size",0.000120664050655967,0.00116975205985873,"Mthfd2",88
"Mthfd2l","OK","negbinomial.size",0.841200088943463,0.97222257174815,"Mthfd2l",24
"Mthfr","OK","negbinomial.size",0.00356074750614802,0.0220715058894463,"Mthfr",77
"Mthfs","OK","negbinomial.size",0.973384578346407,0.999998135217801,"Mthfs",91
"Mthfsd","OK","negbinomial.size",0.138376087561688,0.360702124795204,"Mthfsd",82
"Mthfsl","OK","negbinomial.size",0.961862150003524,0.999998135217801,"Mthfsl",136
"Mtif2","OK","negbinomial.size",0.524151307287539,0.792701692006243,"Mtif2",133
"Mtif3","OK","negbinomial.size",0.029632903667565,0.120389915439703,"Mtif3",136
"Mtm1","OK","negbinomial.size",2.15921662083455e-05,0.000254834086983901,"Mtm1",41
"Mtmr1","OK","negbinomial.size",0.00233665805438437,0.0153946033654082,"Mtmr1",38
"Mtmr10","OK","negbinomial.size",0.517157967247043,0.788423972438835,"Mtmr10",32
"Mtmr11","OK","negbinomial.size",0.0298472095108699,0.120844331906789,"Mtmr11",44
"Mtmr12","OK","negbinomial.size",0.784337139722994,0.945899399271774,"Mtmr12",60
"Mtmr14","OK","negbinomial.size",0.605481123120945,0.849074214016502,"Mtmr14",65
"Mtmr2","OK","negbinomial.size",0.00157169331077843,0.0109600141174074,"Mtmr2",219
"Mtmr3","OK","negbinomial.size",0.238103203665793,0.508284604447464,"Mtmr3",119
"Mtmr4","OK","negbinomial.size",0.246455627991894,0.518468979975965,"Mtmr4",120
"Mtmr6","OK","negbinomial.size",0.4408950398204,0.728591628498244,"Mtmr6",72
"Mtmr7","OK","negbinomial.size",0.639688700540253,0.870890163993904,"Mtmr7",13
"Mtmr9","OK","negbinomial.size",0.223579886793659,0.48939829897613,"Mtmr9",43
"Mto1","OK","negbinomial.size",0.769236306375484,0.938188005245403,"Mto1",52
"Mtor","OK","negbinomial.size",0.977022425579172,0.999998135217801,"Mtor",110
"Mtpap","OK","negbinomial.size",0.0155279566408573,0.0730620372988403,"Mtpap",120
"Mtpn","OK","negbinomial.size",0.149825869241079,0.379764771635464,"Mtpn",205
"Mtr","OK","negbinomial.size",9.55413384501867e-05,0.000947549899855761,"Mtr",115
"Mtrf1","OK","negbinomial.size",0.00178374918036187,0.0122404200588613,"Mtrf1",32
"Mtrf1l","OK","negbinomial.size",0.732285319621896,0.918202686141118,"Mtrf1l",34
"Mtrr","OK","negbinomial.size",0.710525559664603,0.907475093561823,"Mtrr",70
"Mtss1","OK","negbinomial.size",0.225234220577677,0.491590718703315,"Mtss1",61
"Mtss1l","OK","negbinomial.size",0.107830019589469,0.305386063670155,"Mtss1l",95
"Mttp","OK","negbinomial.size",0.577699574113591,0.831657811998175,"Mttp",38
"Mturn","OK","negbinomial.size",0.238384220664816,0.508772557387713,"Mturn",22
"Mtus1","OK","negbinomial.size",0.221158648414265,0.486129462493962,"Mtus1",90
"Mtus2","OK","negbinomial.size",0.00400600609405153,0.0242696699011166,"Mtus2",14
"Mtx1","OK","negbinomial.size",0.837799572125364,0.971226684242792,"Mtx1",139
"Mtx2","OK","negbinomial.size",0.610747117092251,0.852595402097078,"Mtx2",136
"Mtx3","OK","negbinomial.size",0.980873243087498,0.999998135217801,"Mtx3",66
"Mul1","OK","negbinomial.size",0.670369376131569,0.889434825851901,"Mul1",84
"Mum1","OK","negbinomial.size",0.0320247162786294,0.127534614914839,"Mum1",122
"Mum1l1","OK","negbinomial.size",0.959781857926089,0.999998135217801,"Mum1l1",96
"Murc","OK","negbinomial.size",0.615596745900663,0.855192620256283,"Murc",16
"Mus81","OK","negbinomial.size",0.917652623922495,0.993518803289847,"Mus81",48
"Mut","OK","negbinomial.size",0.532656671130598,0.797308399393624,"Mut",128
"Mutyh","OK","negbinomial.size",0.00940592632684098,0.0491506557842298,"Mutyh",24
"Mvb12a","OK","negbinomial.size",0.164412626249351,0.402618420956181,"Mvb12a",101
"Mvb12b","OK","negbinomial.size",0.792540380545452,0.949409641671408,"Mvb12b",56
"Mvd","OK","negbinomial.size",0.434036800936558,0.723293924040516,"Mvd",50
"Mvk","OK","negbinomial.size",0.439098076253384,0.727203383569719,"Mvk",71
"Mxd1","OK","negbinomial.size",0.914094741508198,0.99188128187067,"Mxd1",81
"Mxd3","OK","negbinomial.size",0.44972894927695,0.737009980523028,"Mxd3",199
"Mxd4","OK","negbinomial.size",0.002344775947944,0.0154396449031285,"Mxd4",129
"Mxi1","OK","negbinomial.size",0.485356188963058,0.764815231725493,"Mxi1",65
"Mxra7","OK","negbinomial.size",0.323956260163587,0.610807844620752,"Mxra7",41
"Mxra8","OK","negbinomial.size",0.00832296493243453,0.0442789083601925,"Mxra8",74
"Myadm","OK","negbinomial.size",0.458010671655726,0.743203419532924,"Myadm",170
"Myb","OK","negbinomial.size",0.00015849440933199,0.00149091150074199,"Myb",13
"Mybbp1a","OK","negbinomial.size",0.00423494417457463,0.0254265457417161,"Mybbp1a",164
"Mybl1","OK","negbinomial.size",0.0801612980311845,0.249726897951338,"Mybl1",90
"Mybl2","OK","negbinomial.size",0.00368794292263117,0.0227080798250923,"Mybl2",45
"Mybpc1","OK","negbinomial.size",3.10779074133693e-08,5.86973016192946e-07,"Mybpc1",18
"Mybpc3","OK","negbinomial.size",2.49186819547011e-41,4.05770429127228e-39,"Mybpc3",32
"Mybph","OK","negbinomial.size",3.79549782791671e-24,2.96985381989586e-22,"Mybph",29
"Mybphl","OK","negbinomial.size",4.37621307668731e-29,4.32240717820345e-27,"Mybphl",31
"Myc","OK","negbinomial.size",0.315320491465378,0.601204418062943,"Myc",55
"Mycbp","OK","negbinomial.size",0.0549609410780371,0.190583982731035,"Mycbp",154
"Mycbp2","OK","negbinomial.size",0.285091163922496,0.566054346436368,"Mycbp2",208
"Mycbpap","OK","negbinomial.size",0.0103351906684288,0.0527260997267432,"Mycbpap",13
"Mycl","OK","negbinomial.size",0.000920629803844423,0.00691189354288181,"Mycl",44
"Mycn","OK","negbinomial.size",0.350333096900007,0.638945636089766,"Mycn",99
"Myd88","OK","negbinomial.size",0.781983566113355,0.94503078644729,"Myd88",23
"Myef2","OK","negbinomial.size",2.6175099450362e-06,3.6632978905559e-05,"Myef2",229
"Myeov2","OK","negbinomial.size",0.887782201889125,0.982386224544694,"Myeov2",209
"Myg1","OK","negbinomial.size",0.327951047024744,0.615163467722318,"Myg1",152
"Myh10","OK","negbinomial.size",2.00011641923904e-06,2.85561645163867e-05,"Myh10",202
"Myh11","OK","negbinomial.size",0.000209497485217705,0.00189950692014548,"Myh11",10
"Myh14","OK","negbinomial.size",0.932229794722381,0.997799303179879,"Myh14",11
"Myh6","OK","negbinomial.size",0.587179672300651,0.838281355395521,"Myh6",29
"Myh7","OK","negbinomial.size",0.976397639363061,0.999998135217801,"Myh7",22
"Myh7b","OK","negbinomial.size",0.993121246257953,0.999998135217801,"Myh7b",10
"Myh9","OK","negbinomial.size",0.0631443661855308,0.211148817254541,"Myh9",229
"Myl12a","OK","negbinomial.size",0.564982991666956,0.823353941488492,"Myl12a",223
"Myl12b","OK","negbinomial.size",0.296336759882111,0.579873003666683,"Myl12b",225
"Myl6","OK","negbinomial.size",0.791052372130237,0.948664518727046,"Myl6",227
"Myl7","OK","negbinomial.size",9.61024308843422e-14,3.63020154280979e-12,"Myl7",59
"Myl9","OK","negbinomial.size",5.81160768027405e-08,1.04211119862057e-06,"Myl9",131
"Mylip","OK","negbinomial.size",0.299376610895548,0.583169764191943,"Mylip",28
"Mylk","OK","negbinomial.size",2.04388047941574e-08,3.97879802535697e-07,"Mylk",101
"Mylk3","OK","negbinomial.size",0.789130744501213,0.947925880662303,"Mylk3",16
"Mylpf","OK","negbinomial.size",0.44969040203653,0.737009980523028,"Mylpf",12
"Mynn","OK","negbinomial.size",0.978245894573949,0.999998135217801,"Mynn",111
"Myo10","OK","negbinomial.size",0.00408437950876897,0.0246700616945694,"Myo10",179
"Myo18a","OK","negbinomial.size",0.000465727644744117,0.00385440804887816,"Myo18a",103
"Myo19","OK","negbinomial.size",0.559212777208717,0.818774479388218,"Myo19",124
"Myo1a","OK","negbinomial.size",2.28098232272547e-07,3.79114992949544e-06,"Myo1a",16
"Myo1b","OK","negbinomial.size",0.000730608150543532,0.00562904617266596,"Myo1b",119
"Myo1c","OK","negbinomial.size",0.0264681754222985,0.110745347549648,"Myo1c",58
"Myo1d","OK","negbinomial.size",0.429736640017239,0.718413778053237,"Myo1d",61
"Myo1e","OK","negbinomial.size",0.203093147182503,0.460881848728015,"Myo1e",43
"Myo1h","OK","negbinomial.size",0.0666520567366853,0.218908155384667,"Myo1h",70
"Myo5a","OK","negbinomial.size",0.412149066807645,0.702345668019278,"Myo5a",95
"Myo5b","OK","negbinomial.size",2.84846246455047e-06,3.961586961842e-05,"Myo5b",80
"Myo6","OK","negbinomial.size",0.10338444721583,0.297322813592064,"Myo6",74
"Myo7a","OK","negbinomial.size",1.13755268558911e-39,1.75261918420305e-37,"Myo7a",78
"Myo9a","OK","negbinomial.size",0.0242362714806216,0.103526079880004,"Myo9a",176
"Myo9b","OK","negbinomial.size",0.194087239885838,0.44863825832042,"Myo9b",94
"Myocd","OK","negbinomial.size",0.47966675060652,0.760624338045606,"Myocd",12
"Myof","OK","negbinomial.size",0.0856136480044568,0.261531861614623,"Myof",51
"Mypop","OK","negbinomial.size",0.864037435694498,0.97684654966029,"Mypop",21
"Myrf","OK","negbinomial.size",7.90805283567701e-15,3.37915023652156e-13,"Myrf",122
"Mysm1","OK","negbinomial.size",0.749864360755019,0.927753823514433,"Mysm1",179
"Myzap","OK","negbinomial.size",3.9148043868985e-08,7.29109626926227e-07,"Myzap",48
"Mzt1","OK","negbinomial.size",0.140010091191705,0.363368856097361,"Mzt1",150
"Mzt2","OK","negbinomial.size",0.795379279968971,0.951391733534455,"Mzt2",98
"N4bp1","OK","negbinomial.size",0.0189008050829941,0.0851737850598649,"N4bp1",133
"N4bp2","OK","negbinomial.size",0.402256133173037,0.69483750067877,"N4bp2",180
"N4bp2l1","OK","negbinomial.size",1.75168678129274e-05,0.000211078257145775,"N4bp2l1",37
"N4bp2l2","OK","negbinomial.size",0.709079615587268,0.907049826733182,"N4bp2l2",195
"N4bp3","OK","negbinomial.size",0.00901880437660887,0.0473742775667554,"N4bp3",10
"N6amt1","OK","negbinomial.size",0.288737259967395,0.571597613819238,"N6amt1",102
"N6amt2","OK","negbinomial.size",0.800486850358955,0.954753199403974,"N6amt2",132
"Naa10","OK","negbinomial.size",0.652911307644911,0.878298415482863,"Naa10",172
"Naa15","OK","negbinomial.size",0.20893520033559,0.469426645590793,"Naa15",186
"Naa16","OK","negbinomial.size",0.439847910321833,0.727845004034343,"Naa16",136
"Naa20","OK","negbinomial.size",0.540671426028062,0.804100367321254,"Naa20",173
"Naa25","OK","negbinomial.size",0.279521756711563,0.559442804949549,"Naa25",131
"Naa30","OK","negbinomial.size",0.937965958560864,0.999504811019723,"Naa30",70
"Naa35","OK","negbinomial.size",0.663748001045462,0.884850471578473,"Naa35",191
"Naa38","OK","negbinomial.size",0.502686024924373,0.778081772683198,"Naa38",185
"Naa40","OK","negbinomial.size",0.817337440410732,0.961325356571536,"Naa40",113
"Naa50","OK","negbinomial.size",0.14462273222804,0.370738663343604,"Naa50",186
"Naa60","OK","negbinomial.size",0.0320041671516179,0.127529832730488,"Naa60",98
"Naaa","OK","negbinomial.size",1.45528636720888e-07,2.49093760296407e-06,"Naaa",138
"Naalad2","OK","negbinomial.size",0.117245875105815,0.323103542299591,"Naalad2",13
"Nab1","OK","negbinomial.size",0.28117415463499,0.561416497655613,"Nab1",81
"Nab2","OK","negbinomial.size",0.264328858970888,0.539632419942088,"Nab2",72
"Nabp1","OK","negbinomial.size",9.06687061252757e-25,7.28371939206381e-23,"Nabp1",49
"Nabp2","OK","negbinomial.size",0.270130016157807,0.546313909484235,"Nabp2",111
"Naca","OK","negbinomial.size",0.861255885165751,0.976079355448516,"Naca",227
"Nacc1","OK","negbinomial.size",0.883954529911225,0.981852320529125,"Nacc1",98
"Nacc2","OK","negbinomial.size",0.829716610961556,0.967668634976596,"Nacc2",34
"Nadk","OK","negbinomial.size",0.0789774016067529,0.247317486840273,"Nadk",143
"Nadk2","OK","negbinomial.size",0.32168829882494,0.608531240320333,"Nadk2",101
"Nadsyn1","OK","negbinomial.size",0.248720529122476,0.521194974772527,"Nadsyn1",23
"Nae1","OK","negbinomial.size",0.118939490554636,0.326399649552121,"Nae1",161
"Naf1","OK","negbinomial.size",0.929935866598276,0.997128242793132,"Naf1",57
"Naga","OK","negbinomial.size",0.0491614424479171,0.176360637540161,"Naga",42
"Nagk","OK","negbinomial.size",0.0332920825192594,0.13129074585295,"Nagk",74
"Naglu","OK","negbinomial.size",0.0245186436916154,0.104288618596529,"Naglu",51
"Nagpa","OK","negbinomial.size",0.949728864536846,0.999998135217801,"Nagpa",19
"Naif1","OK","negbinomial.size",0.979223341849343,0.999998135217801,"Naif1",34
"Nampt","OK","negbinomial.size",0.133313681144528,0.351439478843047,"Nampt",89
"Nanos1","OK","negbinomial.size",0.270300488242848,0.546405113794048,"Nanos1",10
"Nanos3","OK","negbinomial.size",0.994620807584053,0.999998135217801,"Nanos3",14
"Nanp","OK","negbinomial.size",0.981245351764037,0.999998135217801,"Nanp",36
"Nans","OK","negbinomial.size",0.101583177629536,0.293977256316304,"Nans",105
"Nap1l1","OK","negbinomial.size",1.72973431436416e-09,3.9252916173424e-08,"Nap1l1",221
"Nap1l3","OK","negbinomial.size",0.685687281865766,0.896449728725779,"Nap1l3",12
"Nap1l4","OK","negbinomial.size",0.166836743654669,0.405891936410006,"Nap1l4",201
"Napa","OK","negbinomial.size",0.171350645956278,0.413755987550495,"Napa",201
"Napb","OK","negbinomial.size",0.525364476745082,0.792975773912621,"Napb",30
"Napepld","OK","negbinomial.size",3.97408923995206e-05,0.000438131521879436,"Napepld",53
"Napg","OK","negbinomial.size",0.968241038357921,0.999998135217801,"Napg",123
"Naprt","OK","negbinomial.size",0.301118999983361,0.585617164267189,"Naprt",17
"Narf","OK","negbinomial.size",0.958620231775897,0.999998135217801,"Narf",124
"Narfl","OK","negbinomial.size",0.573003477978901,0.82879509178319,"Narfl",119
"Nars","OK","negbinomial.size",0.98021695659148,0.999998135217801,"Nars",195
"Nars2","OK","negbinomial.size",0.00347291508961444,0.0215714571287907,"Nars2",50
"Nasp","OK","negbinomial.size",2.99195222509079e-07,4.89850873809023e-06,"Nasp",217
"Nat10","OK","negbinomial.size",0.0518240039967898,0.183346813905261,"Nat10",72
"Nat2","OK","negbinomial.size",0.0473797053946249,0.171531774464733,"Nat2",10
"Nat6","OK","negbinomial.size",0.0385038995659935,0.147245950418985,"Nat6",48
"Nat9","OK","negbinomial.size",0.253646590128329,0.526791005006268,"Nat9",61
"Natd1","OK","negbinomial.size",0.0159012605553419,0.0744117241521824,"Natd1",99
"Nav1","OK","negbinomial.size",6.92642171604443e-10,1.66261716490708e-08,"Nav1",127
"Nav2","OK","negbinomial.size",0.000215834013537544,0.00195139630361982,"Nav2",192
"Nav3","OK","negbinomial.size",0.012414474922739,0.0611016691184274,"Nav3",10
"Nbas","OK","negbinomial.size",0.319129140473018,0.606039024986094,"Nbas",94
"Nbea","OK","negbinomial.size",0.528658002702351,0.795279423048703,"Nbea",108
"Nbeal1","OK","negbinomial.size",0.0933076065143411,0.27741343658964,"Nbeal1",191
"Nbeal2","OK","negbinomial.size",0.700528915109606,0.902819741382589,"Nbeal2",11
"Nbl1","OK","negbinomial.size",0.612526032977878,0.852929955660339,"Nbl1",25
"Nbn","OK","negbinomial.size",0.531093701793375,0.796673609686315,"Nbn",124
"Nbr1","OK","negbinomial.size",0.0967370588334972,0.284312575352108,"Nbr1",165
