"","status","family","pval","qval","genes","num_cells_expressed"
"eGFP","OK","negbinomial.size",2.81467073977792e-36,3.69777368438324e-34,"eGFP",400
"Cdc45","OK","negbinomial.size",6.74757967185788e-13,1.69861227188566e-11,"Cdc45",92
"Scmh1","OK","negbinomial.size",0.000495809407978267,0.00351497934425065,"Scmh1",222
"Ngfr","OK","negbinomial.size",0.00312746088373457,0.0172770638044942,"Ngfr",43
"Gna12","OK","negbinomial.size",0.00369057889292018,0.0199168083001752,"Gna12",239
"Igsf5","OK","negbinomial.size",4.35550634882757e-07,5.48220020672788e-06,"Igsf5",20
"Ccnd2","OK","negbinomial.size",6.75830721170525e-06,7.06764266617136e-05,"Ccnd2",352
"Drp2","OK","negbinomial.size",4.83556252819463e-25,3.2097955055574e-23,"Drp2",129
"Tspan32","OK","negbinomial.size",9.12051876885651e-15,2.7650957382889e-13,"Tspan32",11
"Gmpr","OK","negbinomial.size",2.02153442781256e-14,5.95691406625515e-13,"Gmpr",117
"Mid2","OK","negbinomial.size",0.000959443854427899,0.00623095051083659,"Mid2",11
"Trim25","OK","negbinomial.size",1.22061260418633e-05,0.000121502495374885,"Trim25",77
"Cdh4","OK","negbinomial.size",1.86374816622327e-10,3.59963122088941e-09,"Cdh4",27
"Comt","OK","negbinomial.size",0.00249842437913917,0.0142967914109361,"Comt",247
"Rnf17","OK","negbinomial.size",0.00362922960079476,0.0196530028876014,"Rnf17",13
"Tbrg4","OK","negbinomial.size",0.0103453956053378,0.0464327862542779,"Tbrg4",175
"Egfl6","OK","negbinomial.size",2.08415795649082e-15,6.6377273099147e-14,"Egfl6",61
"Cttnbp2","OK","negbinomial.size",0.00174612585223226,0.010506745824596,"Cttnbp2",98
"Galnt1","OK","negbinomial.size",0.00678072701026876,0.0332627495346206,"Galnt1",290
"Hnrnpd","OK","negbinomial.size",0.000198158921003517,0.00156394262308909,"Hnrnpd",356
"Gm2a","OK","negbinomial.size",1.52627736610634e-23,9.1663857815872e-22,"Gm2a",372
"Hk2","OK","negbinomial.size",0.000806714718739692,0.00536901637611873,"Hk2",254
"Kat2b","OK","negbinomial.size",0.0110150018428511,0.0488814930478671,"Kat2b",65
"Rpa1","OK","negbinomial.size",9.23528789267376e-05,0.000786996289881091,"Rpa1",220
"Serpinf1","OK","negbinomial.size",0.000714132668364232,0.00484749257987605,"Serpinf1",237
"Ddx3x","OK","negbinomial.size",0.0102032538623441,0.045876448382133,"Ddx3x",394
"Car4","OK","negbinomial.size",7.8605270741361e-20,3.5532963246955e-18,"Car4",20
"Bcl11a","OK","negbinomial.size",1.68725845030824e-12,4.10013556363922e-11,"Bcl11a",104
"Mmp11","OK","negbinomial.size",0.00461023204439458,0.0239671255333489,"Mmp11",190
"Hoxa4","OK","negbinomial.size",0.000945382997029372,0.0061491337589141,"Hoxa4",20
"Slc7a7","OK","negbinomial.size",0.000193531388311279,0.00153029333503564,"Slc7a7",24
"Ilf2","OK","negbinomial.size",3.67696167802761e-05,0.00033701919101224,"Ilf2",388
"Epn2","OK","negbinomial.size",9.73120075475323e-12,2.21134962016122e-10,"Epn2",144
"Luzp1","OK","negbinomial.size",0.000505715258351745,0.00357916994294736,"Luzp1",220
"Col6a1","OK","negbinomial.size",0.00025014948697462,0.00191669825621136,"Col6a1",101
"Lgals9","OK","negbinomial.size",4.91297070616308e-11,1.01744477087239e-09,"Lgals9",40
"Ocrl","OK","negbinomial.size",0.00603186237948956,0.0302120128396038,"Ocrl",108
"Uhrf1","OK","negbinomial.size",2.15763560258016e-12,5.17340308360095e-11,"Uhrf1",248
"Lsr","OK","negbinomial.size",0.00164089042173626,0.00994928510158539,"Lsr",187
"Ckb","OK","negbinomial.size",0.00247280829782087,0.014175935569144,"Ckb",57
"Efnb2","OK","negbinomial.size",0.00569026659720418,0.0287557589716804,"Efnb2",163
"Rnd2","OK","negbinomial.size",5.27470967482605e-07,6.5477006317821e-06,"Rnd2",101
"Fndc5","OK","negbinomial.size",5.00044814031758e-29,4.44124309476657e-27,"Fndc5",145
"Acp5","OK","negbinomial.size",3.83444094753098e-09,6.45660470363962e-08,"Acp5",39
"Ube2c","OK","negbinomial.size",7.46728026453537e-20,3.39990392405488e-18,"Ube2c",121
"Cct3","OK","negbinomial.size",0.000405520137044362,0.00294270423958774,"Cct3",364
"Kpnb1","OK","negbinomial.size",3.12320966152461e-05,0.000288782406533346,"Kpnb1",332
"Cyp51","OK","negbinomial.size",0.00114644049338639,0.00729879227793498,"Cyp51",180
"Tubb6","OK","negbinomial.size",5.49410861229607e-13,1.40551111193262e-11,"Tubb6",111
"Meox1","OK","negbinomial.size",3.82066650662526e-15,1.19866283536213e-13,"Meox1",17
"Col1a1","OK","negbinomial.size",1.66001117787585e-10,3.23087360731021e-09,"Col1a1",224
"Foxm1","OK","negbinomial.size",7.25906279342861e-08,1.01723666611913e-06,"Foxm1",93
"Nrip2","OK","negbinomial.size",0.000194615834708653,0.00153790407728417,"Nrip2",43
"Tubb5","OK","negbinomial.size",4.7384988755639e-10,8.801465069015e-09,"Tubb5",423
"Stk38l","OK","negbinomial.size",0.00280068858021652,0.0157759197738681,"Stk38l",259
"Hoxc8","OK","negbinomial.size",0.00763078170908997,0.0364983933385029,"Hoxc8",194
"Gstt1","OK","negbinomial.size",1.15153706750522e-07,1.58204635025881e-06,"Gstt1",69
"Gstt3","OK","negbinomial.size",0.000466332334386664,0.00332845693338121,"Gstt3",54
"Ubl3","OK","negbinomial.size",4.05309022647979e-09,6.78852243510799e-08,"Ubl3",315
"Cldn15","OK","negbinomial.size",0.00638158084335383,0.0316494288621229,"Cldn15",16
"Tcirg1","OK","negbinomial.size",0.00488379138003997,0.0252022818678658,"Tcirg1",76
"Tspan33","OK","negbinomial.size",0.000752765156127258,0.00506339954617439,"Tspan33",25
"Rin2","OK","negbinomial.size",2.67898610445579e-11,5.78550903243089e-10,"Rin2",177
"Pwp1","OK","negbinomial.size",2.34997409694188e-05,0.000222439827907394,"Pwp1",181
"Capns1","OK","negbinomial.size",1.54768895458551e-05,0.000150845850813234,"Capns1",319
"Folr1","OK","negbinomial.size",3.41430293853919e-19,1.46466628098151e-17,"Folr1",107
"Sept7","OK","negbinomial.size",0.00178878707313181,0.0106819046242133,"Sept7",411
"Aif1l","OK","negbinomial.size",2.42711954522999e-44,4.31138474710432e-42,"Aif1l",126
"Ltbp1","OK","negbinomial.size",0.000152424598507298,0.00123546210563884,"Ltbp1",288
"Ugp2","OK","negbinomial.size",0.00184373617462612,0.0109840343100542,"Ugp2",245
"Kcnh6","OK","negbinomial.size",4.32440286824732e-14,1.20929864688105e-12,"Kcnh6",16
"Grik3","OK","negbinomial.size",2.08170964803243e-07,2.77798726981519e-06,"Grik3",49
"Pnck","OK","negbinomial.size",1.198285356252e-15,3.87507049052571e-14,"Pnck",52
"Tmem25","OK","negbinomial.size",0.00234553002225578,0.013557206526439,"Tmem25",27
"Spag5","OK","negbinomial.size",1.20982718018769e-16,4.26210625601315e-15,"Spag5",86
"Ccne1","OK","negbinomial.size",1.13931753756513e-16,4.03625639993578e-15,"Ccne1",68
"Mybpc3","OK","negbinomial.size",1.22795524920355e-05,0.000122137000023306,"Mybpc3",11
"Acp2","OK","negbinomial.size",0.000522825578919841,0.00368167292090286,"Acp2",273
"Celf2","OK","negbinomial.size",0.00157254536144589,0.00959968155786815,"Celf2",151
"Stat6","OK","negbinomial.size",3.55577595928944e-07,4.55283719782319e-06,"Stat6",90
"Paxip1","OK","negbinomial.size",0.00328463604350873,0.0180426087895175,"Paxip1",188
"Mov10","OK","negbinomial.size",3.1296086853549e-05,0.000289162086005099,"Mov10",255
"Peg3","OK","negbinomial.size",2.69549829217696e-11,5.80488773273124e-10,"Peg3",413
"Zim1","OK","negbinomial.size",2.20128936016028e-09,3.77723284494442e-08,"Zim1",161
"Angptl4","OK","negbinomial.size",2.34560545446116e-08,3.5301641994826e-07,"Angptl4",148
"Dbf4","OK","negbinomial.size",5.40679095332691e-07,6.70505875155939e-06,"Dbf4",117
"Irf9","OK","negbinomial.size",0.00738859173753533,0.0355531930537183,"Irf9",97
"Slc25a42","OK","negbinomial.size",7.13935343714743e-08,1.0015742552759e-06,"Slc25a42",48
"Prpf6","OK","negbinomial.size",4.1283702039955e-05,0.000374044576241317,"Prpf6",248
"Abhd3","OK","negbinomial.size",8.67595954603035e-10,1.55648935696351e-08,"Abhd3",97
"Snrpd1","OK","negbinomial.size",0.00991996930292594,0.044906910570173,"Snrpd1",397
"Axl","OK","negbinomial.size",5.78177169004588e-05,0.000510284846430081,"Axl",282
"Akap8l","OK","negbinomial.size",0.00263889172488095,0.0149627842051018,"Akap8l",243
"Prkd1","OK","negbinomial.size",0.00656009944190515,0.0323819859731146,"Prkd1",140
"Cse1l","OK","negbinomial.size",1.63664028073058e-05,0.000158901518249223,"Cse1l",285
"Baz1b","OK","negbinomial.size",0.00032790419258788,0.00242695286204128,"Baz1b",310
"Chaf1a","OK","negbinomial.size",5.08801333234833e-05,0.000452538957317187,"Chaf1a",123
"Adprh","OK","negbinomial.size",0.0002495358124564,0.00191432218169107,"Adprh",245
"Mcm2","OK","negbinomial.size",1.03819018312202e-05,0.000104415108369497,"Mcm2",243
"Cd97","OK","negbinomial.size",2.49110905481839e-16,8.51432720850121e-15,"Cd97",92
"Arrdc2","OK","negbinomial.size",2.56697921062646e-11,5.55312895444612e-10,"Arrdc2",12
"Map2k7","OK","negbinomial.size",0.00948013728409321,0.0433044155838405,"Map2k7",241
"Apoe","OK","negbinomial.size",0.000108027146792153,0.000902277069763337,"Apoe",224
"Prkar2b","OK","negbinomial.size",0.000220109260057926,0.00171677055525699,"Prkar2b",139
"Cdkn1b","OK","negbinomial.size",6.36204623920428e-10,1.158031222671e-08,"Cdkn1b",345
"Klf4","OK","negbinomial.size",0.00841771154647955,0.0394667163917765,"Klf4",211
"Edar","OK","negbinomial.size",1.25816945959291e-06,1.47198823973894e-05,"Edar",13
"Pld3","OK","negbinomial.size",3.82672681011225e-21,1.91518565591808e-19,"Pld3",288
"Rabac1","OK","negbinomial.size",0.0109837458797275,0.0487942948344923,"Rabac1",194
"Fcgrt","OK","negbinomial.size",0.00104812698657575,0.00675471515313914,"Fcgrt",153
"Nosip","OK","negbinomial.size",0.00590025475770247,0.0296116247529421,"Nosip",245
"Bicd1","OK","negbinomial.size",8.04515207727442e-10,1.44950654283693e-08,"Bicd1",105
"Dusp3","OK","negbinomial.size",0.00482301155300917,0.0249601238024422,"Dusp3",186
"Cp","OK","negbinomial.size",0.000163840146379773,0.00131402726007106,"Cp",24
"Crot","OK","negbinomial.size",0.00029318823577047,0.00220231687286312,"Crot",207
"Snrnp200","OK","negbinomial.size",0.00134920683059774,0.00839891241238831,"Snrnp200",313
"Insig2","OK","negbinomial.size",0.000565213821561743,0.00394710781701922,"Insig2",186
"Brd8","OK","negbinomial.size",5.77985340993451e-06,6.12567321059614e-05,"Brd8",379
"Kif20a","OK","negbinomial.size",3.20182409040839e-18,1.27386136997573e-16,"Kif20a",259
"Dnase2a","OK","negbinomial.size",0.00129185116757286,0.00809380373841473,"Dnase2a",86
"Calr","OK","negbinomial.size",3.80804811846804e-05,0.000347016639234964,"Calr",396
"Nfat5","OK","negbinomial.size",3.63123141369576e-05,0.00033331215858465,"Nfat5",326
"Nqo1","OK","negbinomial.size",0.000411405378050417,0.00298026687419406,"Nqo1",56
"Ssbp2","OK","negbinomial.size",4.82942637829702e-07,6.03056687951307e-06,"Ssbp2",252
"Gstm7","OK","negbinomial.size",3.83210240203872e-16,1.29225870306183e-14,"Gstm7",179
"Stat3","OK","negbinomial.size",0.00739931389379945,0.0355776388976739,"Stat3",141
"Ptrf","OK","negbinomial.size",2.51890488769652e-14,7.30308699853529e-13,"Ptrf",227
"Zak","OK","negbinomial.size",0.00742736560974743,0.0356989081822159,"Zak",103
"Dnmt1","OK","negbinomial.size",1.30868928088631e-08,2.02718466685456e-07,"Dnmt1",246
"Psap","OK","negbinomial.size",0.000513540816195871,0.00362603902925979,"Psap",257
"Ptpn6","OK","negbinomial.size",3.36563688056085e-09,5.68876800688927e-08,"Ptpn6",31
"Atp6v1f","OK","negbinomial.size",0.00791187559172434,0.0375906757306297,"Atp6v1f",362
"Pde1c","OK","negbinomial.size",0.00169021252296309,0.0102239617935781,"Pde1c",26
"Utp20","OK","negbinomial.size",0.0106829631885327,0.0476932855694776,"Utp20",173
"Zfp324","OK","negbinomial.size",1.86632645013584e-07,2.50405416905459e-06,"Zfp324",29
"Gab2","OK","negbinomial.size",0.00992713187098448,0.0449232103182118,"Gab2",130
"Coro1c","OK","negbinomial.size",5.61870888389322e-05,0.000496588342282139,"Coro1c",203
"Stxbp2","OK","negbinomial.size",0.00723981267951745,0.034957319109523,"Stxbp2",265
"Arid3b","OK","negbinomial.size",2.35103306851059e-05,0.000222439827907394,"Arid3b",93
"Cnn2","OK","negbinomial.size",1.18693607817596e-14,3.55573344844541e-13,"Cnn2",169
"Cd244","OK","negbinomial.size",2.18203759803857e-16,7.51908693619193e-15,"Cd244",13
"Pgf","OK","negbinomial.size",3.90519317412751e-05,0.000355612247740767,"Pgf",35
"Ulk2","OK","negbinomial.size",0.000304262468779294,0.00227197054839814,"Ulk2",140
"Mapk13","OK","negbinomial.size",0.000431761117621946,0.00311164069454171,"Mapk13",53
"Lbr","OK","negbinomial.size",3.85589335964603e-12,9.08981814053379e-11,"Lbr",287
"Crabp2","OK","negbinomial.size",9.96561423055352e-28,8.10879526940264e-26,"Crabp2",162
"Nes","OK","negbinomial.size",6.59345028630952e-07,8.05780959408292e-06,"Nes",55
"Slc25a18","OK","negbinomial.size",3.29579923229096e-10,6.26003312012855e-09,"Slc25a18",49
"Hnrnpa2b1","OK","negbinomial.size",0.00572217808584017,0.0288597364501158,"Hnrnpa2b1",423
"Jkamp","OK","negbinomial.size",0.0104200311678813,0.046701291076517,"Jkamp",250
"Cd44","OK","negbinomial.size",5.66013100103168e-39,8.11199683920586e-37,"Cd44",73
"Wisp1","OK","negbinomial.size",0.00868814521264864,0.0404634000819515,"Wisp1",56
"Ndrg1","OK","negbinomial.size",1.92818182117942e-05,0.000185211189099123,"Ndrg1",73
"Shbg","OK","negbinomial.size",5.34577975406348e-24,3.37104871291243e-22,"Shbg",66
"Plekha8","OK","negbinomial.size",0.00937279960751941,0.042922929793041,"Plekha8",174
"G6pc2","OK","negbinomial.size",3.80757910838768e-36,4.95063790876139e-34,"G6pc2",49
"Spc25","OK","negbinomial.size",6.2038385329608e-22,3.27375780659839e-20,"Spc25",112
"Prlr","OK","negbinomial.size",9.04883170573094e-26,6.37563494260774e-24,"Prlr",22
"Slc1a3","OK","negbinomial.size",0.000761116307710609,0.00510817981625356,"Slc1a3",98
"Msh6","OK","negbinomial.size",0.0082728428219897,0.0389753805270579,"Msh6",198
"Tbl2","OK","negbinomial.size",0.00739758386158402,0.0355776388976739,"Tbl2",61
"Mcm5","OK","negbinomial.size",4.09075809634227e-06,4.41339958178518e-05,"Mcm5",225
"Asf1b","OK","negbinomial.size",1.98067968396837e-11,4.31439243077877e-10,"Asf1b",94
"Ddx39","OK","negbinomial.size",0.000403414423465371,0.00293085679341308,"Ddx39",255
"Dnajb1","OK","negbinomial.size",6.21769549516437e-05,0.000546463941358976,"Dnajb1",260
"Por","OK","negbinomial.size",0.000185308868567147,0.0014698839310496,"Por",225
"Igf1r","OK","negbinomial.size",0.0069624525701185,0.0339692270074795,"Igf1r",328
"Mef2c","OK","negbinomial.size",6.05633305044746e-06,6.39719199600028e-05,"Mef2c",70
"Eif4g2","OK","negbinomial.size",5.59217502351574e-05,0.000494589841490747,"Eif4g2",423
"Mthfd2","OK","negbinomial.size",1.3099869199861e-08,2.02718466685456e-07,"Mthfd2",117
"Kit","OK","negbinomial.size",2.73308727330888e-08,4.08408728566014e-07,"Kit",62
"Ranbp1","OK","negbinomial.size",4.56460617775014e-07,5.71686326849898e-06,"Ranbp1",401
"Sqrdl","OK","negbinomial.size",3.75205370471772e-10,7.05229527926972e-09,"Sqrdl",16
"Gata6","OK","negbinomial.size",6.32077028546384e-06,6.6431295700225e-05,"Gata6",367
"Reep5","OK","negbinomial.size",0.000128965640868608,0.00106030942805403,"Reep5",293
"Ergic3","OK","negbinomial.size",0.00057373288038565,0.00399995527220775,"Ergic3",369
"Inpp5k","OK","negbinomial.size",4.51739254698182e-05,0.000406662061402817,"Inpp5k",98
"Htra1","OK","negbinomial.size",6.75985188190256e-19,2.81370468430875e-17,"Htra1",67
"Fblim1","OK","negbinomial.size",6.7529578083506e-12,1.54851461598032e-10,"Fblim1",127
"Atp6v1b2","OK","negbinomial.size",0.00912475883491331,0.042099081373329,"Atp6v1b2",272
"Tmbim1","OK","negbinomial.size",0.0006987548294129,0.00475590712820048,"Tmbim1",53
"Tmem147","OK","negbinomial.size",0.00662448326132437,0.0326171696753746,"Tmem147",313
"Cbfa2t3","OK","negbinomial.size",4.395329599658e-06,4.72179701114878e-05,"Cbfa2t3",54
"Fbln1","OK","negbinomial.size",6.7338281671544e-05,0.000586934258766638,"Fbln1",189
"Gcat","OK","negbinomial.size",0.00156438045985892,0.009563725816646,"Gcat",158
"Elovl1","OK","negbinomial.size",0.00143755674181382,0.00886614312914558,"Elovl1",188
"Cdc20","OK","negbinomial.size",2.54566384889592e-05,0.000239417691739563,"Cdc20",88
"Adamts4","OK","negbinomial.size",0.00841499234124073,0.0394667163917765,"Adamts4",20
"Ptbp1","OK","negbinomial.size",0.000301286475829205,0.00225508904044981,"Ptbp1",337
"Cyba","OK","negbinomial.size",0.000171813089337967,0.00137406891739407,"Cyba",276
"Slc4a3","OK","negbinomial.size",0.00226320861618118,0.0131476679259682,"Slc4a3",140
"Runx1t1","OK","negbinomial.size",6.58393299587826e-15,2.01545055689361e-13,"Runx1t1",203
"Hfe","OK","negbinomial.size",7.7713794622054e-10,1.40261745600513e-08,"Hfe",13
"Tcf23","OK","negbinomial.size",0.00795911783270101,0.0377938230820878,"Tcf23",12
"Aplp1","OK","negbinomial.size",3.64974618779708e-07,4.65896750207457e-06,"Aplp1",61
"Pola1","OK","negbinomial.size",0.00032546831111007,0.00241033842614222,"Pola1",177
"Gmnn","OK","negbinomial.size",0.000101196127564477,0.000853702716283064,"Gmnn",191
"Tspan31","OK","negbinomial.size",0.00643736517272191,0.0318648124778581,"Tspan31",357
"Sulf2","OK","negbinomial.size",7.44283014949887e-17,2.69738430590459e-15,"Sulf2",336
"Ezh1","OK","negbinomial.size",0.00208550010070396,0.0122222710362818,"Ezh1",109
"Ctnnb1","OK","negbinomial.size",0.00767930043367255,0.0366861125263175,"Ctnnb1",391
"Ddah2","OK","negbinomial.size",3.68622843053378e-10,6.93891238296896e-09,"Ddah2",302
"Pole","OK","negbinomial.size",0.00336164789582072,0.0184175079331412,"Pole",109
"Cav1","OK","negbinomial.size",1.10016446569306e-31,1.16598943204378e-29,"Cav1",126
"Cpt1c","OK","negbinomial.size",0.00887996555533264,0.0411440578926727,"Cpt1c",86
"Zfp655","OK","negbinomial.size",0.0104546872853483,0.0467800128132218,"Zfp655",337
"Zmiz1","OK","negbinomial.size",7.4156078980157e-08,1.03802049733378e-06,"Zmiz1",304
"Ankrd26","OK","negbinomial.size",0.0016893324252433,0.0102235415293515,"Ankrd26",200
"Aldh16a1","OK","negbinomial.size",0.00711362046072837,0.0344786287638333,"Aldh16a1",132
"Mid1ip1","OK","negbinomial.size",1.67747878036937e-13,4.47280388541617e-12,"Mid1ip1",150
"Cers4","OK","negbinomial.size",1.5987412253434e-13,4.28096058047365e-12,"Cers4",194
"Ubc","OK","negbinomial.size",8.44254561620012e-05,0.000724335954500108,"Ubc",415
"Carhsp1","OK","negbinomial.size",0.00809677110327094,0.0383176274500762,"Carhsp1",282
"Nutf2","OK","negbinomial.size",5.2310675281127e-05,0.000463953752915312,"Nutf2",312
"Mgst1","OK","negbinomial.size",2.35266977560073e-15,7.43655920047028e-14,"Mgst1",338
"Nfib","OK","negbinomial.size",8.00803161576008e-09,1.28332013644176e-07,"Nfib",355
"Ubqln4","OK","negbinomial.size",8.75573448921265e-05,0.000750185620774116,"Ubqln4",185
"Hipk1","OK","negbinomial.size",0.00128742323203475,0.00807810039921507,"Hipk1",323
"Vdac3","OK","negbinomial.size",1.89442874847213e-07,2.53636256642575e-06,"Vdac3",407
"Bmp7","OK","negbinomial.size",4.11693488386163e-06,4.43405488943321e-05,"Bmp7",87
"Dynll1","OK","negbinomial.size",0.00184748937319811,0.010995599812463,"Dynll1",411
"Tmem184b","OK","negbinomial.size",0.00771641753212099,0.0368076618438389,"Tmem184b",133
"Derl3","OK","negbinomial.size",6.50654870684186e-08,9.2306627998526e-07,"Derl3",55
"Bcl2l13","OK","negbinomial.size",0.00857004149239557,0.0399723976708923,"Bcl2l13",152
"Tnpo1","OK","negbinomial.size",0.00317057875922174,0.017476983964731,"Tnpo1",358
"Rnmt","OK","negbinomial.size",0.0025901907696532,0.0147349959345359,"Rnmt",291
"Kcnq1","OK","negbinomial.size",2.85897075363045e-11,6.13220053482776e-10,"Kcnq1",26
"Cbx5","OK","negbinomial.size",1.96291500093963e-06,2.23634001733067e-05,"Cbx5",411
"Apobec3","OK","negbinomial.size",3.70551791406412e-06,4.04623306772092e-05,"Apobec3",110
"Taf7l","OK","negbinomial.size",4.93673090283749e-52,1.22082451267817e-49,"Taf7l",29
"Vav2","OK","negbinomial.size",6.8785215992488e-08,9.68213330465691e-07,"Vav2",123
"Tex15","OK","negbinomial.size",3.65334838830309e-22,1.9775120117287e-20,"Tex15",132
"Mcu","OK","negbinomial.size",0.000776440412581587,0.00519729955903166,"Mcu",256
"Ubp1","OK","negbinomial.size",0.00597876627762001,0.0299698729305817,"Ubp1",250
"Nuak2","OK","negbinomial.size",0.000224292941469382,0.00174400898755355,"Nuak2",14
"Slc38a3","OK","negbinomial.size",2.77968816982061e-05,0.00025949242929517,"Slc38a3",25
"Tmem86a","OK","negbinomial.size",2.07233305544416e-06,2.352499054479e-05,"Tmem86a",102
"Tex14","OK","negbinomial.size",8.27264551702497e-08,1.14905952930307e-06,"Tex14",28
"Ifi35","OK","negbinomial.size",4.07549970925733e-14,1.14989266964549e-12,"Ifi35",42
"Plcd1","OK","negbinomial.size",0.000163468034196609,0.00131315850145709,"Plcd1",121
"Fads1","OK","negbinomial.size",1.7873623587248e-07,2.40578591976918e-06,"Fads1",263
"Exoc3l2","OK","negbinomial.size",5.19599703915855e-12,1.20907591619682e-10,"Exoc3l2",45
"Sugp1","OK","negbinomial.size",0.00714989770342778,0.0346026515102192,"Sugp1",162
"Dhdh","OK","negbinomial.size",1.0934401311581e-07,1.50550949062947e-06,"Dhdh",263
"Kif11","OK","negbinomial.size",4.68793448755611e-26,3.37852741468901e-24,"Kif11",99
"Mlkl","OK","negbinomial.size",1.48556484558551e-07,2.01895946471169e-06,"Mlkl",10
"Cdh23","OK","negbinomial.size",2.08591337180065e-07,2.77798726981519e-06,"Cdh23",34
"Etv5","OK","negbinomial.size",7.21774039067719e-05,0.000626497878920996,"Etv5",66
"Igf2bp1","OK","negbinomial.size",5.05896926205857e-21,2.52188617917323e-19,"Igf2bp1",229
"Aldh1a2","OK","negbinomial.size",0.00301523856300596,0.0167451293512247,"Aldh1a2",250
"Cad","OK","negbinomial.size",0.00177038955126115,0.0106122400287575,"Cad",129
"Ly6g6e","OK","negbinomial.size",3.43461862057668e-12,8.11187453983391e-11,"Ly6g6e",15
"St3gal1","OK","negbinomial.size",2.71420277634219e-07,3.54730833318422e-06,"St3gal1",124
"Clip3","OK","negbinomial.size",4.60807352934878e-11,9.57446842704231e-10,"Clip3",224
"Tvp23b","OK","negbinomial.size",0.00466401876243369,0.0242068331818164,"Tvp23b",206
"Mertk","OK","negbinomial.size",0.000102298741479776,0.000860701619441583,"Mertk",84
"Camta1","OK","negbinomial.size",0.000202140991673435,0.00158940285971656,"Camta1",248
"Csf1","OK","negbinomial.size",0.000153992115505697,0.00124576559381517,"Csf1",30
"Elmo3","OK","negbinomial.size",2.50411823648344e-05,0.00023621495286858,"Elmo3",36
"E2f4","OK","negbinomial.size",0.00444206192798659,0.0232172751909519,"E2f4",175
"Gata2","OK","negbinomial.size",3.11147840827875e-26,2.28150963286114e-24,"Gata2",71
"Ptgds","OK","negbinomial.size",3.62120696603913e-07,4.62722008669559e-06,"Ptgds",15
"Slc25a13","OK","negbinomial.size",3.00074803915054e-06,3.31977493594444e-05,"Slc25a13",162
"Aldh1a3","OK","negbinomial.size",9.44872237043306e-05,0.000803555539689156,"Aldh1a3",10
"Abca1","OK","negbinomial.size",0.00175340188008025,0.0105339836540343,"Abca1",122
"Gdi1","OK","negbinomial.size",0.000886954817617999,0.0058231515667872,"Gdi1",342
"Gadd45b","OK","negbinomial.size",0.00324413077786852,0.017859003653635,"Gadd45b",60
"Zdhhc12","OK","negbinomial.size",0.00228720339161214,0.0132687254714868,"Zdhhc12",187
"Cd83","OK","negbinomial.size",0.000144973039558,0.00118343040446958,"Cd83",12
"Fam163a","OK","negbinomial.size",5.65414728660988e-16,1.89151473683618e-14,"Fam163a",14
"Hivep2","OK","negbinomial.size",0.00178979536505768,0.0106828675551857,"Hivep2",24
"Srf","OK","negbinomial.size",0.00817490500008621,0.0386004874058732,"Srf",230
"Gata5","OK","negbinomial.size",2.83846889907373e-10,5.44054251597537e-09,"Gata5",37
"Setdb1","OK","negbinomial.size",0.00111479270895602,0.00712247499764607,"Setdb1",255
"Arnt2","OK","negbinomial.size",3.34813979637195e-07,4.30007526597179e-06,"Arnt2",97
"Anp32e","OK","negbinomial.size",1.99772711601895e-06,2.26984994479559e-05,"Anp32e",283
"Med22","OK","negbinomial.size",4.39963033946442e-07,5.53221713273432e-06,"Med22",215
"Nfe2l2","OK","negbinomial.size",3.25247883896647e-08,4.81458487289263e-07,"Nfe2l2",261
"Adamtsl4","OK","negbinomial.size",0.00854688071279186,0.0398791193302741,"Adamtsl4",47
"Ncapg","OK","negbinomial.size",1.54893973221746e-26,1.14705334308998e-24,"Ncapg",124
"Gtf2ird2","OK","negbinomial.size",0.000922814391483542,0.00602720616540157,"Gtf2ird2",39
"Cacna1d","OK","negbinomial.size",5.64367482573965e-12,1.30601884224272e-10,"Cacna1d",69
"Skiv2l2","OK","negbinomial.size",0.00154844608825749,0.00948009808985603,"Skiv2l2",290
"Lbp","OK","negbinomial.size",0.00396939214289216,0.021060990200318,"Lbp",38
"Celsr1","OK","negbinomial.size",0.00171734110257124,0.0103708672332539,"Celsr1",142
"Fli1","OK","negbinomial.size",3.46419711614781e-08,5.0921275091907e-07,"Fli1",48
"Nelfcd","OK","negbinomial.size",0.000891798683898023,0.00584886375523758,"Nelfcd",225
"Pls3","OK","negbinomial.size",2.88200621606097e-09,4.91187329688661e-08,"Pls3",307
"Wt1","OK","negbinomial.size",4.16404117892708e-07,5.27807913051541e-06,"Wt1",400
"E2f3","OK","negbinomial.size",0.00119833597638284,0.00757944500207641,"E2f3",92
"Lamp2","OK","negbinomial.size",0.00300115712414855,0.0166816190611554,"Lamp2",373
"Atxn10","OK","negbinomial.size",0.000738653352020344,0.00498976758204637,"Atxn10",362
"Eif3d","OK","negbinomial.size",0.00034996544045809,0.00257062558826874,"Eif3d",329
"Nup50","OK","negbinomial.size",0.00254540343813124,0.0145129422069219,"Nup50",209
"Pacsin2","OK","negbinomial.size",1.1034634624335e-14,3.32939741344769e-13,"Pacsin2",210
"Sulf1","OK","negbinomial.size",3.06428843896271e-14,8.76344802544166e-13,"Sulf1",324
"Sdc4","OK","negbinomial.size",4.2892858473426e-75,2.00357307802537e-72,"Sdc4",380
"Rnd3","OK","negbinomial.size",2.65496128167013e-22,1.45584224714885e-20,"Rnd3",261
